2026-03-24 10:00:17.085 | ERROR    | fund:search_one_code:614 - 查询基金代码【165523】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=165523 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 10:00:17.085 | ERROR    | fund:search_one_code:614 - 查询基金代码【166301】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=166301 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 10:00:17.086 | ERROR    | fund:search_one_code:614 - 查询基金代码【400015】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=400015 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 10:00:17.087 | ERROR    | fund:search_one_code:614 - 查询基金代码【260108】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=260108 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 10:00:17.087 | ERROR    | fund:search_one_code:614 - 查询基金代码【260101】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=260101 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 10:00:17.087 | ERROR    | fund:search_one_code:614 - 查询基金代码【502023】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=502023 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 10:17:31.873 | WARNING  | __main__:_run_transaction_import_job:2020 - 交易导入失败: row=1552, fund_code=001856, tx_type=用户卖出, trade_time=2021-10-20, amount=1112.66, fee=5.59, diag={"db_snapshot_shares": 118.61, "net_value": 4.473, "confirm_amount": 1112.66, "fee": 5.59, "sell_gross_amount": 1118.25, "computed_shares": 250.0, "confirmed_shares": 250.0, "timeline_holding": 220.54, "request_shares_2": 250.0, "available_shares_2": 220.54}, reason=卖出份额超过交易时点可用持仓（可用220.54, 本次250.00, 确认金额1112.66, 手续费5.59, 净值4.4730）
2026-03-24 10:17:31.961 | WARNING  | __main__:_run_transaction_import_job:2020 - 交易导入失败: row=938, fund_code=260101, tx_type=用户卖出, trade_time=2024-11-11, amount=5953.63, fee=17.76, diag={"db_snapshot_shares": 1483.79, "net_value": 3.8898, "confirm_amount": 5953.63, "fee": 17.76, "sell_gross_amount": 5971.39, "computed_shares": 1535.14, "confirmed_shares": 1535.14, "timeline_holding": 1483.79, "request_shares_2": 1535.14, "available_shares_2": 1483.79}, reason=卖出份额超过交易时点可用持仓（可用1483.79, 本次1535.14, 确认金额5953.63, 手续费17.76, 净值3.8898）
2026-03-24 10:17:31.980 | WARNING  | __main__:_run_transaction_import_job:2020 - 交易导入失败: row=817, fund_code=110011, tx_type=用户卖出, trade_time=2025-03-10, amount=11741.89, fee=44.75, diag={"db_snapshot_shares": 5605.98, "net_value": 5.3781, "confirm_amount": 11741.89, "fee": 44.75, "sell_gross_amount": 11786.64, "computed_shares": 2191.6, "confirmed_shares": 2191.6, "timeline_holding": 2151.12, "request_shares_2": 2191.6, "available_shares_2": 2151.12}, reason=卖出份额超过交易时点可用持仓（可用2151.12, 本次2191.60, 确认金额11741.89, 手续费44.75, 净值5.3781）
2026-03-24 10:17:32.124 | WARNING  | __main__:_run_transaction_import_job:2020 - 交易导入失败: row=9, fund_code=161226, tx_type=转托管出, trade_time=2026-03-06, amount=1443.42, fee=0, diag={}, reason=交易类型仅支持买入/卖出/分红
2026-03-24 10:17:32.126 | WARNING  | __main__:_run_transaction_import_job:2020 - 交易导入失败: row=3, fund_code=163808, tx_type=用户卖出, trade_time=2026-03-17, amount=6281.7, fee=31.56, diag={"db_snapshot_shares": 2564.19, "net_value": 2.239, "confirm_amount": 6281.7, "fee": 31.56, "sell_gross_amount": 6313.26, "computed_shares": 2819.68, "confirmed_shares": 2819.68, "timeline_holding": 2564.19, "request_shares_2": 2819.68, "available_shares_2": 2564.19}, reason=卖出份额超过交易时点可用持仓（可用2564.19, 本次2819.68, 确认金额6281.70, 手续费31.56, 净值2.2390）
2026-03-24 10:20:09.089 | WARNING  | __main__:_run_transaction_import_job:2020 - 交易导入失败: row=938, fund_code=260101, tx_type=用户卖出, trade_time=2024-11-11, amount=5953.63, fee=17.76, diag={"db_snapshot_shares": 1483.79, "net_value": 3.8898, "confirm_amount": 5953.63, "fee": 17.76, "sell_gross_amount": 5971.39, "computed_shares": 1535.14, "confirmed_shares": 1535.14, "timeline_holding": 1483.79, "request_shares_2": 1535.14, "available_shares_2": 1483.79}, reason=卖出份额超过交易时点可用持仓（可用1483.79, 本次1535.14, 确认金额5953.63, 手续费17.76, 净值3.8898）
2026-03-24 10:20:09.109 | WARNING  | __main__:_run_transaction_import_job:2020 - 交易导入失败: row=817, fund_code=110011, tx_type=用户卖出, trade_time=2025-03-10, amount=11741.89, fee=44.75, diag={"db_snapshot_shares": 5605.98, "net_value": 5.3781, "confirm_amount": 11741.89, "fee": 44.75, "sell_gross_amount": 11786.64, "computed_shares": 2191.6, "confirmed_shares": 2191.6, "timeline_holding": 2151.12, "request_shares_2": 2191.6, "available_shares_2": 2151.12}, reason=卖出份额超过交易时点可用持仓（可用2151.12, 本次2191.60, 确认金额11741.89, 手续费44.75, 净值5.3781）
2026-03-24 10:20:09.250 | WARNING  | __main__:_run_transaction_import_job:2020 - 交易导入失败: row=9, fund_code=161226, tx_type=转托管出, trade_time=2026-03-06, amount=1443.42, fee=0, diag={}, reason=交易类型仅支持买入/卖出/分红
2026-03-24 10:20:09.252 | WARNING  | __main__:_run_transaction_import_job:2020 - 交易导入失败: row=3, fund_code=163808, tx_type=用户卖出, trade_time=2026-03-17, amount=6281.7, fee=31.56, diag={"db_snapshot_shares": 2564.19, "net_value": 2.239, "confirm_amount": 6281.7, "fee": 31.56, "sell_gross_amount": 6313.26, "computed_shares": 2819.68, "confirmed_shares": 2819.68, "timeline_holding": 2564.19, "request_shares_2": 2819.68, "available_shares_2": 2564.19}, reason=卖出份额超过交易时点可用持仓（可用2564.19, 本次2819.68, 确认金额6281.70, 手续费31.56, 净值2.2390）
2026-03-24 10:30:36.725 | WARNING  | __main__:_run_transaction_import_job:2089 - 交易导入失败: row=817, fund_code=110011, tx_type=用户卖出, trade_time=2025-03-10, amount=11741.89, fee=44.75, diag={"db_snapshot_shares": 5605.98, "net_value": 5.3781, "confirm_amount": 11741.89, "fee": 44.75, "sell_gross_amount": 11786.64, "computed_shares": 2191.6, "confirmed_shares": 2191.6, "timeline_holding": 2151.12, "request_shares_2": 2191.6, "available_shares_2": 2151.12}, reason=卖出份额超过交易时点可用持仓（可用2151.12, 本次2191.60, 确认金额11741.89, 手续费44.75, 净值5.3781）
2026-03-24 10:30:36.868 | WARNING  | __main__:_run_transaction_import_job:2089 - 交易导入失败: row=9, fund_code=161226, tx_type=转托管出, trade_time=2026-03-06, amount=1443.42, fee=0, diag={}, reason=交易类型仅支持买入/卖出/分红
2026-03-24 10:30:36.870 | WARNING  | __main__:_run_transaction_import_job:2089 - 交易导入失败: row=3, fund_code=163808, tx_type=用户卖出, trade_time=2026-03-17, amount=6281.7, fee=31.56, diag={"db_snapshot_shares": 2564.19, "net_value": 2.239, "confirm_amount": 6281.7, "fee": 31.56, "sell_gross_amount": 6313.26, "computed_shares": 2819.68, "confirmed_shares": 2819.68, "timeline_holding": 2564.19, "request_shares_2": 2819.68, "available_shares_2": 2564.19}, reason=卖出份额超过交易时点可用持仓（可用2564.19, 本次2819.68, 确认金额6281.70, 手续费31.56, 净值2.2390）
2026-03-24 10:33:21.538 | WARNING  | __main__:_run_transaction_import_job:2089 - 交易导入失败: row=9, fund_code=161226, tx_type=转托管出, trade_time=2026-03-06, amount=1443.42, fee=0, diag={}, reason=交易类型仅支持买入/卖出/分红
2026-03-24 10:33:21.542 | WARNING  | __main__:_run_transaction_import_job:2089 - 交易导入失败: row=3, fund_code=163808, tx_type=用户卖出, trade_time=2026-03-17, amount=6281.7, fee=31.56, diag={"db_snapshot_shares": 2564.19, "net_value": 2.239, "confirm_amount": 6281.7, "fee": 31.56, "sell_gross_amount": 6313.26, "computed_shares": 2819.68, "confirmed_shares": 2819.68, "timeline_holding": 2564.19, "request_shares_2": 2819.68, "available_shares_2": 2564.19}, reason=卖出份额超过交易时点可用持仓（可用2564.19, 本次2819.68, 确认金额6281.70, 手续费31.56, 净值2.2390）
2026-03-24 10:38:13.777 | WARNING  | __main__:_run_transaction_import_job:2089 - 交易导入失败: row=9, fund_code=161226, tx_type=转托管出, trade_time=2026-03-06, amount=1443.42, fee=0, diag={}, reason=交易类型仅支持买入/卖出/分红
2026-03-24 12:41:07.883 | ERROR    | fund:init:186 - 获取 fund123 csrf 失败（网络或接口问题）: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /fund (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.887 | ERROR    | fund:init:203 - 预热百度行情接口失败（网络或接口问题）: HTTPSConnectionPool(host='gushitong.baidu.com', port=443): Max retries exceeded with url: /index/ab-000001 (Caused by NameResolutionError("HTTPSConnection(host='gushitong.baidu.com', port=443): Failed to resolve 'gushitong.baidu.com' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.892 | ERROR    | fund:search_one_code:614 - 查询基金代码【001500】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=001500 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.892 | ERROR    | fund:search_one_code:614 - 查询基金代码【000913】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=000913 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.892 | ERROR    | fund:search_one_code:614 - 查询基金代码【001208】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=001208 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.892 | ERROR    | fund:search_one_code:614 - 查询基金代码【001632】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=001632 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.892 | ERROR    | fund:search_one_code:614 - 查询基金代码【000594】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=000594 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.894 | ERROR    | fund:search_one_code:614 - 查询基金代码【001838】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=001838 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.894 | ERROR    | fund:search_one_code:614 - 查询基金代码【001679】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=001679 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.896 | ERROR    | fund:search_one_code:614 - 查询基金代码【005402】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=005402 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.896 | ERROR    | fund:search_one_code:614 - 查询基金代码【002963】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=002963 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.897 | ERROR    | fund:search_one_code:614 - 查询基金代码【002079】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=002079 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.897 | ERROR    | fund:search_one_code:614 - 查询基金代码【002296】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=002296 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.897 | ERROR    | fund:search_one_code:614 - 查询基金代码【001856】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=001856 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.898 | ERROR    | fund:search_one_code:614 - 查询基金代码【005495】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=005495 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.899 | ERROR    | fund:search_one_code:614 - 查询基金代码【005939】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=005939 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.899 | ERROR    | fund:search_one_code:614 - 查询基金代码【005496】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=005496 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.900 | ERROR    | fund:search_one_code:614 - 查询基金代码【007539】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=007539 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.900 | ERROR    | fund:search_one_code:614 - 查询基金代码【010349】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=010349 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.901 | ERROR    | fund:search_one_code:614 - 查询基金代码【012729】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=012729 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.901 | ERROR    | fund:search_one_code:614 - 查询基金代码【007301】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=007301 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.901 | ERROR    | fund:search_one_code:614 - 查询基金代码【011827】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=011827 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.902 | ERROR    | fund:search_one_code:614 - 查询基金代码【012768】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=012768 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.902 | ERROR    | fund:search_one_code:614 - 查询基金代码【010235】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=010235 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.903 | ERROR    | fund:search_one_code:614 - 查询基金代码【012810】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=012810 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.905 | ERROR    | fund:search_one_code:614 - 查询基金代码【013484】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=013484 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.905 | ERROR    | fund:search_one_code:614 - 查询基金代码【012842】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=012842 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.905 | ERROR    | fund:search_one_code:614 - 查询基金代码【013275】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=013275 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.905 | ERROR    | fund:search_one_code:614 - 查询基金代码【013083】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=013083 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.906 | ERROR    | fund:search_one_code:614 - 查询基金代码【012874】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=012874 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.908 | ERROR    | fund:search_one_code:614 - 查询基金代码【015751】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=015751 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.908 | ERROR    | fund:search_one_code:614 - 查询基金代码【015790】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=015790 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.908 | ERROR    | fund:search_one_code:614 - 查询基金代码【015475】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=015475 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.909 | ERROR    | fund:search_one_code:614 - 查询基金代码【015884】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=015884 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.909 | ERROR    | fund:search_one_code:614 - 查询基金代码【013809】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=013809 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.909 | ERROR    | fund:search_one_code:614 - 查询基金代码【015885】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=015885 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.910 | ERROR    | fund:search_one_code:614 - 查询基金代码【016347】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=016347 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.910 | ERROR    | fund:search_one_code:614 - 查询基金代码【017175】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=017175 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.912 | ERROR    | fund:search_one_code:614 - 查询基金代码【018957】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=018957 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.912 | ERROR    | fund:search_one_code:614 - 查询基金代码【017941】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=017941 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.913 | ERROR    | fund:search_one_code:614 - 查询基金代码【017193】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=017193 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.913 | ERROR    | fund:search_one_code:614 - 查询基金代码【017437】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=017437 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.913 | ERROR    | fund:search_one_code:614 - 查询基金代码【018463】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=018463 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.914 | ERROR    | fund:search_one_code:614 - 查询基金代码【019032】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=019032 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.915 | ERROR    | fund:search_one_code:614 - 查询基金代码【021637】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=021637 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.915 | ERROR    | fund:search_one_code:614 - 查询基金代码【019828】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=019828 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.916 | ERROR    | fund:search_one_code:614 - 查询基金代码【024195】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=024195 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.916 | ERROR    | fund:search_one_code:614 - 查询基金代码【021075】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=021075 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.917 | ERROR    | fund:search_one_code:614 - 查询基金代码【022365】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=022365 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.917 | ERROR    | fund:search_one_code:614 - 查询基金代码【160221】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=160221 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-03-24 12:41:07.917 | ERROR    | fund:search_one_code:614 - 查询基金代码【110011】失败: HTTPSConnectionPool(host='www.fund123.cn', port=443): Max retries exceeded with url: /matiaria?fundCode=110011 (Caused by NameResolutionError("HTTPSConnection(host='www.fund123.cn', port=443): Failed to resolve 'www.fund123.cn' ([Errno 8] nodename nor servname provided, or not known)"))
